,id,title,date,author,story,topic
0,2f26392804e911eb98f1646e69d991ea,"أمكراز يعزو ""الفراغ التشريعي"" في قوانين تنظيم العمل إلى ""كورونا""",الجمعة 02 أكتوبر 2020 - 19:31,هسبريس - محمد الراجي (صور: منير محيمدات),"قال محمد أمكراز، وزير الشغل والإدماج المهني، إن جائحة كورونا، وما واكبها من فرض لحالة الطوارئ الصحية وإغلاق لعدد من المؤسسات والوحدات الإنتاجية في المغرب، خلفت آثارا سلبية كبيرة على عالم الشغل، وكشفت عن فراغ تشريعي وطني على عدة مستويات.وأشار أمكراز في كلمة خلال لقاء دراسي حول مدونة الشغل إلى أن من بين الفراغات التشريعية التي أظهرتها تداعيات جائحة كورونا، ما يتعلق بمقتضيات مدونة الشغل التي دخلت حيز التنفيذ سنة 2004، لا سيما المقتضيات المتعلقة بظروف العمل، فضلا عن الثغرات التي برزت على مستوى منظومة الحماية الاجتماعية.ولفت المسؤول الحكومي الانتباه، في كلمته أمام المشاركين في اللقاء الدراسي الذي تنظمه وزارة الشغل والإدماج المهني، إلى أن من بين مكامن الفراغ التشريعي المسجل، قصور الآليات القانونية الموضوعة رهن إشارة أعوان تفتيش الشغل في تطبيق بعض المقتضيات القانونية، خاصة تلك المرتبطة بمجال الصحة والسلامة المهنية.وتروم وزارة الشغل من تنظيم اللقاء الدراسي الذي يحضره الاتحاد العام لمقاولات المغرب، والكونفدرالية المغربية للفلاحة والتنمية القروية، والمركزيات النقابية، استجلاء الإشكالات والصعوبات التي تحول دون التطبيق السليم لبعض مقتضيات مدونة الشغل وكشف الثغرات الموجودة فيها، كما أوضح أمكراز.وأردف أن مختلف التطورات والرهانات التي يفرضها عالم الشغل، تحتم التفكير في تطوير جيل جديد من الإصلاحات التشريعية تستجيب لمختلف التحديات الراهنة والمستقبلية بشكل يعزز احترام الحقوق الأساسية في العمل ويضمن الحفاظ على مناصب الشغل واستمرارية المقاولة وتعزيز تنافسيتها.وزارة الشغل والإدماج المهني أكدت في أرضية اليوم الدراسي الذي تنظمه أن المتغيرات التي يعرفها عالم الشغل انعكست على طبيعة العلاقات الشغلية، ما يستدعي مواكبة التطورات الحاصلة في هذا المجال من أجل البحث عن السبل الكفيلة بتعزيز الحقوق الأساسية في العمل وضمان الاستقرار المهني، ومحاربة التمييز والهشاشة على المستوى القانوني أو على مستوى الممارسة.في هذا الإطار، قال الوزير أمكراز إن مدونة الشغل ""لا بد أن تكتسي صبغة حديثة تجيب عن كل الإشكاليات الراهنة في علاقتها مع عالم الشغل، وتستشرف آفاق المستقبل بما يمكن أن يضمن لنصوصها الاستقرار اللازم""، مشيرا إلى أن الوزارة تشتغل، لأول مرة في المغرب، على مشروع القانون الإطار للصحة والسلامة في العمل.",economie
1,312b946804e911eba391646e69d991ea,"""كورونا"" يفاقم تأخر أداء مستحقات مقاولات مغربية",الجمعة 02 أكتوبر 2020 - 13:20,هسبريس - محمد لديب,"أثرت أزمة تفشي فيروس كورونا بشكل مباشر على أجال تسديد الفواتير المستحقة على الشركات الكبرى لفائدة المقاولات الصغيرة والمتوسطة، بسبب تراجع معاملات المجموعات الصناعية والخدماتية منذ شهر مارس الماضي.وكشفت معطيات ميدانية صادرة عن مؤسسة ""أنفوريسك"" عن زيادة كبيرة في آجال تسديد الفواتير الصادرة عن الموردين والمناولين، بسبب انخفاض مستوى السيولة المتوفرة لدى كبريات الشركات.وانتقلت آجال استيفاء مبالغ الفواتير من 30 يوما إلى 60 يوما في أفضل الحالات، مسجلة زيادة قياسية تراوحت ما بين 42 و44 في المائة، ليستقر متوسط معدل الزيادة في نسبة 43 في المائة.وفرضت وزارتا المالية والتجارة والصناعة جزاءات تأخير السداد بشكل تدريجي على المقاولات التي تواصل إرجاء الوفاء بالتزاماتها، حيث ستبدأ خلال سنة 2019 في تطبيق جزاءات تبلغ 5.25 في المائة من القيمة الإجمالية للفاتورة غير المؤداة في الآجال القانونية، التي لا تتجاوز في جميع الحالات 90 يوما على أبعد تقدير.وتم رفع هذه النسبة إلى 6.25 في المائة من مجموع الفواتير المتأخرة انطلاقا من السنة الجارية، وذلك من أجل حفظ مصالح المقاولات الصغيرة المتضررة، وتعويضها عن الخسائر التي تتكبدها جراء هذا التأخير في الأداء.ورصدت المصالح المختصة بوزارة المالية، خلال العام الماضي، تأخرا كبيرا في آجال الأداء يتجاوز أحيانا 270 يوما، ما تسبب في تباطؤ نشاط المقاولات الصغيرة جدا بشكل عام، وإفلاس ما يزيد عن 16 ألف شركة صغيرة في السنتين الأخيرتين، وما يزيد عن 28.800 شركة على مدى السنوات الأربع الماضية.",economie
2,3204e77404e911eb8f5d646e69d991ea,بورصات أوروبية تتراجع بعد إصابة ترامب بكورونا,الجمعة 02 أكتوبر 2020 - 09:02,هسبريس - أ.ف.ب,"سجلت البورصات الرئيسية الأوروبية تراجعا لدى بدء التداولات الجمعة إثر ورود خبر إصابة الرئيس الأميركي دونالد ترامب بوباء كوفيد-19.وتراجع مؤشر فوتسي في لندن بنسبة 1,1% إلى 5812,76 نقطة، ومؤشر داكس في بورصة فرانكفورت 1,4% إلى 12550,73 نقطة، ومؤشر ""كاك 40"" في بورصة باريس 1,4% إلى 4758,69 نقطة.",economie
3,32b9a18804e911ebb8eb646e69d991ea,ثمانية مُعيقات تقف أمام اندماج المغرب في اقتصاد القارة الإفريقية,الجمعة 02 أكتوبر 2020 - 07:00,هسبريس - يوسف لخضر,"قال المجلس الاقتصادي والاجتماعي والبيئي إن اندماج المغرب في اقتصاد القارة الإفريقية يواجه ثمانية معيقات.وذكر المجلس، في رأي أصدره حول ""الاندماج الإقليمي للمغرب في إفريقيا""، أن العقبات التي تعيق تحسين مستوى اندماج المملكة داخل القارة بعضها يتعلق بالمغرب والآخر بالقارة نفسها.وانطلاقاً من تحليل مقارن لمستوى تموقع مختلف البلدان داخل القارة الإفريقية على مدى العقدين الماضيين، تبين للمجلس أن البلدان التي حققت تطوراً ملموساً في اندماجها هي التي تمتلك الموارد المالية والرأسمال البشري والتكنولوجيا.أولى المعيقات أمام اندماج المغرب قارياً يتمثل في غياب مقاربة مندمجة؛ إذ أشار المجلس إلى أن الإطار المؤسساتي المعني بتنظيم التعاون الإفريقي يتميز بتعدد المتدخلين، وضعف الموارد البشرية والمالية، وصعوبات على مستوى التنسيق بين مختلف المكونات.ثاني المعيقات يتمثل في ضعف اندماج المجموعات الاقتصادية الإقليمية التي ينتمي إليها المغرب؛ إذ يصطدم مسلسل الاندماج الإقليمي للمغرب في تجمع دول الساحل والصحراء بتركيبته غير المتجانسة.وأشار المجلس إلى أن مسلسل الاندماج الاقتصادي في إطار الاتحاد المغاربي لم يسجل أي تقدم ملموس منذ إنشاء هذا الأخير سنة 1989؛ إذ يعيش وضعية جمود نتيجة عوائق عدة، بدءا بالحدود البرية المغلقة بين الجزائر المغرب.وعن المعيق الثالث، أشار رأي المجلس إلى أن الاتفاقيات التجارية التي وقعها المغرب مع بلدان القارة لا تتناول موضوع التبادل الحر؛ إذ إن التدابير غير الجمركية وتعدد الأنظمة الضريبية بين الدول تساهم في زيادة تكاليف المعاملات المتعلقة بالمبادلات التجارية الخارجية.أما رابع المعيقات فيتجلى في النطاق الضيق للمنطقة المستهدفة؛ إذ تتمركز أغلب المبادلات التجارية للمغرب في منطقة غرب القارة بنسبة تصل إلى 58 في المائة، تليها منطقة شرق إفريقيا بنسبة لا تتجاوز 15,5 في المائة.وتمثل خامس المعيقات في العرض التجاري غير المتنوع بالقدر الكافي؛ إذ تهم المبادلات التجارية بين المغرب وبلدان القارة عدداً محدوداً من المنتجات ضعيفة التصنيع.أما المعيق السادس، فيتجلى في عدم توفر الدبلوماسية الاقتصادية أحياناً على الموارد وأدوات العمل الكافية لتتبع الاتفاقيات ومشاريع الاستثمار.وأشار المجلس ضمن المعيق السابع إلى أن آليات دعم الصادرات تبقى غير كافية وغير ملائمة أحياناً لخصوصية المجال الإفريقي.ووقف تحليل المؤسسة ذاتها على أن ضعف اندماج النقل البحري والبري هو ثامن المعيقات؛ إذ رصد غياب شركة بحرية وطنية وإقليمية، ناهيك عن ضعف تنافسية تكاليف النقل.ولتجاوز هذه المعيقات، أوصى المجلس باعتماد التنمية المشتركة منهجيةً للعمل لتطوير استراتيجية مُندمجة خاصة بالاندماج الإقليمي للمغرب في إفريقيا، تكون غايتها بناء شراكة تعود بالنفع على الجميع.",economie
4,338683f404e911eba0ed646e69d991ea,"تمويل الإرهاب يدفع وزارة العدل إلى تشديد مكافحة ""غسل الأموال""",الجمعة 02 أكتوبر 2020 - 06:00,هسبريس - محمد الراجي (صور: منير محيمدات),"أجمع المتدخلون في اللقاء التواصلي الذي عقدته وزارة العدل بشراكة مع الهيئة الوطنية للعدول حول ""دور العدل في منظومة مكافحة غسل الأموال وتمويل الإرهاب""، على خطورة هذه الجريمة، ودعوا مختلف المعنيين بمنظومة مكافحتها إلى تكثيف الجهود من أجل التصدي لها ومحاصرتها.وتعوّل وزارة العدل على اللقاءات التواصلية التي تعقدها من مهنيي المهن القانونية والقضائية، من محامين وعدول وموثقين، لتحفيزهم على الانخراط في الجهود التي يبذلها المغرب لمكافحة غسل الأموال، تماشيا مع التزاماته الدولية في هذا المجال، وذلك بتفعيل التدابير الموكولة إليهم، وفي مقدمتها التصريح بالمعاملات المشبوهة.وقال هشام ملاطي، قاض مدير الشؤون الجنائية والعفو بوزارة العدل، إن مهنيي المهن القانونية والقضائية يُعتبرون من الأشخاص الخاضعين، أي الذين يتوجب أن يلتزموا بمجموعة من التدابير الواردة في قانون مكافحة غسل الأموال، والمساهمة في إطار مقاربة وقائية لمكافحة هذه الجريمة، نظرا للصلاحيات المخولة لهم ومنها تحرير العقود.وأوضح ملاطي في تصريح لهسبريس أن عددا من العمليات المنفذة في ميدان المهن القضائية والقانونية، مثل تحرير العقود، يمكن أن تكون منفذا مهما لغسل الأموال غير المشروعة المتحصّلة من جرائم لإضفاء الشرعية عليها، عبر بيع أو شراء عقارات أو تفويت بعض الأصول، ما يقتضي التحلي باليقظة أثناء تحرير عقود هذه المعاملات.وأضاف أن اللقاءات التي تعقدها وزارة العدل مع المهن القضائية والقانونية تهدف إلى تحسيس مزاولي هذه المهن بخطورة جريمة غسل الأموال وتداعياتها الخطرة على الاقتصاد الوطني وعلى سمعة المغرب في مجال الاستثمار والمعاملات التجارية، وكذا التعريف بمقتضيات قانون مكافحة غسل الأموال والالتزامات المفروضة عليهم والتشاور حول كيفية تفعيلها.ويُعد التصريح بالاشتباه في المعاملات المشبوهة من التدابير الأساسية المطلوب في مزاولي المهن القضائية القيام بها، حيث يقدمون التصريحات إلى وحدة معالجة المعلومات المالية قصد تعميق البحث فيها بالتعاون مع شركاء آخرين، وإعداد تقرير بشأنها يحال على النيابة العامة المختصة إذا لزم الأمر.وتقوم وحدة معالجة المعلومات المالية، حسب السيدة بالمدني، المسؤولة بالوحدة، بمهام عملياتية، حيث تتلقى التصاريح بالاشتباه في وجود غسل أموال أو تمويل الإرهاب أو الجرائم الأصلية لغسل الأموال من الأشخاص الخاضعين (المحامين والموثقين والعدول)، وتقوم بالبحث فيها.وأوضحت بالمدني أن وحدة معالجة المعلومات المالية تتلقى التصريح بالاشتباه عبر نظام آمن، وتقوم بتجميع معلومات أخرى من طرف شركاء وطنيين ودوليين. وبناء على المعطيات التي يتم تجميعها، تُعدّ تقريرا ""إما يفند أو يؤكد الاشتباه، وبالتالي يحال على النيابة العامة المختصة للنظر فيه"".وشددت المسؤولة ذاتها على أن التصاريح التي تتلقاها وحدة معالجة المعلومات المالية من الأشخاص الخاضعين لا تُقدم إلى النيابة العامة، وأنّ الوحدة تقوم فقط بأخذ المعطيات الواردة فيها، وبناء عليها تعدّ التقارير التي تُرفع إلى النيابة العامة المختصة، دون أي إشارة إلى الجهة التي صدر عنها التصريح بالاشتباه.من جهته، قال هشام بوحوص، أستاذ بكلية الحقوق بطنجة منسق ماستر العلوم الجنائية والدراسات الأمنية، إن غسل الأموال ليس جريمة عادية، ""بل جريمة خطرة جدا""، موردا أن من أبرز التحديات التي تطرحها هذه الجريمة، وجود ارتباط وثيق بينها وبين تمويل الإرهاب، وما يترتب عنها من مخاطر تسلسل الجماعات الإرهابية واختراقها للمؤسسات المالية والتجارية، ما سيفرز انعكاسات خطرة على الاقتصاد الوطني وعلى استقرار العملة والتوازنات المالية والتنافسية.وأضاف المتحدث أن المشرع المغربي أدرك العلاقة الوثيقة بين غسل الأموال وتمويل الإرهاب، حيث قد تستغل الجماعات الإرهابية الأموال المتحصل عليها من تجارة البشر والاتجار بالمخدرات والفساد، وغيرها من المعاملات غير المشروعة، في تمويل العمليات الإرهابية.وأكد بوحوص أن المشرّع وفّر ضمانات كثيرة للأشخاص الخاضعين أثناء ممارستهم للالتزامات التي يفرضها عليهم القانون، كالتصريح بالاشتباه، حيث تُخاض هذه العملية بسرية تامة من طرف وحدة معالجة المعلومات المالية، ولا يعرف القضاء مصدر التصريح بالاشتباه، كما أن المصرّحين بالاشتباه، يردف المتحدث، لا تترتب عليهم أي مسؤولية جنائية حتى لو ثبت انتفاء شبهة غسل الأموال أو تمويل الإرهاب في المعاملة المصرح بالاشتباه فيها.",economie
5,34625c4004e911eb86bc646e69d991ea,تقرير: الإيرادات الضريبية تتركّز في جهات البيضاء والرباط وطنجة,الجمعة 02 أكتوبر 2020 - 00:00,هسبريس - يوسف لخضر,كشف تقرير المجلس الأعلى للحسابات أن 81.7 في المائة من الإيرادات الضريبية التي تُحصلها الدولة تأتي من جهتي الدار البيضاء-سطات والرباط-سلا- القنيطرة.وأورد التقرير، الصادر الأسبوع الجاري حول تنفيذ قانون مالية 2019، أن هذا التركيز يرتفع إلى 86.4 في المائة إذا ما أُضيفت جهة طنجة -تطوان- الحسيمة إلى الجهتين سالفتي الذكر.وأشار المجلس الأعلى للحسابات إلى أن درجة تقييم التباينات المجالية في هذا الصدد يجب أن يتم إكمالها بمؤشرات الاقتصاد الحقيقي، من قبيل الإنتاج والاستهلاك والاستمارات والدخل؛ وهو ما لا يدخل في نطاق تقريره.وحسب المجلس، الذي يرأسه إدريس جطو، فإن هذا التوزيع الجغرافي للإيرادات الضريبية مرتبط بكون مقرات المقاولات مركزة في عدد محدد من الجهات؛ بينما تمتد أنشطتها في جميع أنحاء التراب الوطني.وبالأرقام، توفر جهة الدار البيضاء سطات 60.6 في المائة من الإيرادات الضريبية الخامة، وجهة الرباط ـ سلا ـ القنيطرة بـ21.1 في المائة، وجهة طنجة تطوان الحسيمة بـ4.7 في المائة.أما جهة مراكش آسفي فتوفر فقط 3.3 في المائة من إجمالي الإيرادات الضريبية، وسوس ماسة بـ2.6 في المائة، وفاس مكناس بـ2.2 في المائة، أما باقي الجهات فتتأتى منها 5.5 في المائة المتبقية.وتفيد أرقام التقرير بأن الموارد الضريبية حققت سنة 2019 حوالي 211.9 مليارات درهم، بارتفاع قدره 1.3 في المائة مقارنة بسنة 2018.وتمثل الضرائب المباشرة الحصة الأكبر من مجموع الموارد الضريبية بحوالي 95.7 مليارات درهم، تليها الضرائب غير المباشرة بـ91 مليار درهم، تليها رسوم التسجيل والتمبر بـ15.1 مليار درهم، و9.7 مليارات درهم كرسوم جمركية.ولاحظ المجلس الأعلى للحسابات أن إيرادات الضرائب المحققة سنة 2019 كانت أدنى من التوقعات التي وضعتها الحكومة ضمن قانون المالية بفارق ناهز 8 مليارات درهم؛ وهو أعلى مستوى وصله في العقد الأخير.,economie
6,3544ce2604e911eb8cf8646e69d991ea,مجموعة إماراتية تطلق مشروعا استثماريا بالرباط,الخميس 01 أكتوبر 2020 - 23:05,هسبريس من الرباط,"أطلقت مجموعة ""بن حم"" مشروعاً استثمارياً جديداً لها في المغرب، يتكون من مركز تجاري على مساحة 22 ألف متر مربع، وفندق من فئة 5 نجوم يضم 201 غرفة وجناح، بمدينة الرباط.وتم إطلاق المشروع خلال استقبال العصري سعيد أحمد الظاهري، سفير الإمارات بالرباط، للشيخ مسلم بن حم العامري، عضو المجلس الاستشاري الوطني لإمارة أبوظبي، رئيس مجلس إدارة مجموعة ""بن حم""، بمقر السفارة بالرباط.وأشاد الظاهري بمتانة العلاقات الإماراتية المغربية بفضل التوجيهات السامية لقائدي البلدين الشقيقين، منوهاً بدور الاستثمارات الإماراتية في دعم مسيرة التنمية والتطور في المملكة المغربية.من جانبه أشاد الشيخ مسلم بن حم بـ""التطور الذي تشهده العلاقات الإماراتية المغربية بفضل حكمة القيادة الرشيدة في البلدين""، ونوه بجهود عبدالله بن زايد آل نهيان، وزير الخارجية والتعاون الدولي، ودور السفير الظاهري في تقديم كافة التسهيلات للوصول بهذا المشروع الاستثماري إلى مرحلة إطلاقه، بما يساهم في دعم قطاع السياحة والأعمال بمدينة الرباط.وقال المتحدث ذاته إن ""غرس القائد المؤسس الراحل زايد بن سلطان آل نهيان، وحكمته، كانا في إقامة علاقات متينة مع المملكة المغربية الشقيقة تحولت إلى نموذج يحتذى في التعاون العربي المشترك"".واطلع الشيخ مسلم السفير على تفاصيل المشروع الاستثماري الذي يقع على شارع محمد السادس في الرباط، وقد بدأت أعمال التنفيذ فيه مؤخراً، ويتكون من مركز تجاري كبير، يضم أفخم الماركات العالمية بمساحة تقدر بـ 22 ألف متر مربع، ومجهز بأحدث التقنيات والمرافق العامة، مع توفير نحو 1000 موقف سيارات على 3 طوابق تحت الأرض.ويتصل المركز التجاري بفندق من فئة 5 نجوم، سيشيد وفق أفضل المعايير العالمية ويضم 201 غرفة وجناح، بالإضافة إلى قاعة احتفالات رئيسية تتسع لـ 500 شخص، وقاعات اجتماعات ومؤتمرات تتسع إلى نحو 400 شخص. كما يضم الفندق 5 مطاعم عالمية ونادياً صحياً و""سبا"" ضمن أرقى المستويات وحديقة داخلية ومسبحاً.من جانبه، رحب السفير الظاهري بزيارة الشيخ مسلم إلى مقر سفارة الدولة بالرباط، مؤكداً أهمية الاستثمارات الإماراتية في تعزيز الشراكة الإستراتيجية بين الإمارات والمغرب، وداعيا في الوقت ذاته رجال الأعمال والشركات الإماراتية إلى استكشاف فرص الاستثمار في المملكة المغربية الشقيقة بفضل الإصلاحات الرائدة للملك محمد السادس وبحكم البيئة المثالية والآمنة للاستثمار.",economie
7,36296a8004e911eba48d646e69d991ea,"محكمة الجديدة تطالع تفاصيل مثيرة في ملف مشروع ""إقامة أوزود""",الخميس 01 أكتوبر 2020 - 19:30,محمد لديب من الجديدة,"باشرت محكمة الاستئناف بمدينة الجديدة، اليوم الخميس، النظر في ملف النزاع بين ممثلي ومساهمي الشركة المدنية العقارية ""SOLUTE"" المنشأة بداية سنة 2019، ومسير شركة ""الحدائق الخضراء"" صاحبة مشروع إقامة ""أوزود"" بسيدي بوزيد، الذي سبق أن صدر في حقه حكم بالحبس ثلاث سنوات خلال شهر يونيو الماضي.ووجه مسيرو ومساهمو شركة ""SOLUTE""، الذين يشغلون حاليا شققهم بالمشروع ذاته الذي لم يحصل صاحبه على ترخيص السكن بسبب عراقيل إدارية وامتناع مساهمي الشركة القاطنين بالسماح لممثله بمواصلة أشغال التشطيب النهائية، (وجهوا) له تهم النصب والاحتيال، معتمدين في ذلك على عدم إنجاز التشطيبات الخاصة بإعداد مدخل للإقامة.كما وجه المساهمون وبعض المشترين، في هذه القضية التي أجلت استئنافية الجديدة النظر فيها إلى جلسة يوم 15 أكتوبر الجاري، تهمتي عدم ربط إقامة أوزود بشبكتي الماء والكهرباء، وعدم تسليمهم شواهد الملكية العقارية للشقق التي حجزوها بتسبيقات مالية.وقال المشتكون، الذين ضمت لائحتهم بعض الزبناء الذين قدموا بدورهم تسبيقات لحجز شققهم السكنية، إنهم تسلموا مفاتيح شققهم في الفترة المتراوحة ما بين 2012 و2015، وهو ما اعتبره مسير شركة ""الحدائق الخضراء"" مخالفا للحقيقة، حيث أكد أمام المحكمة الابتدائية أنهم حصلوا على المفاتيح تحت الإكراه.وأوضح صاحب مشروع ""إقامة أوزود""، الذي جوبه بالتسويف طلبه إلى النيابة العامة بإنجاز وكالة عدلية لضمان تسريع وتيرة الأشغال لتسليم الشقق لأصحابها، أن سبب التأخير يعود إلى بيروقراطية إدارات عمومية مشرفة على التعمير وتوزيع الماء والكهرباء، مشيرا إلى أن الشركة حصلت على الوثائق اللازمة في سنة 2019، وقبلها صدر أمر باعتقال صاحب المشروع البالغ من العمر 67 سنة، المتابع في هذا الملف الذي يغلب عليه الشق المدني.وتم تقديم الطلب الخاص بالوكالة بداية في شهر يونيو الماضي من طرف صاحب شركة ""الحدائق الخضراء"" إلى وكيل الملك بابتدائية الجديدة، التي طلبت منه تحديد المهام المنوطة بالشخص الذي سيتم توكيله، ليتلقى جوابا مضمونه أن الملف أحيل على محكمة الاستئناف.وعاود المعني بالأمر تقديم طلب جديد إلى الوكيل العام، من خلال إرسالية بتاريخ 10 غشت 2020 تحت عدد 20/6S/1870، تلاها تذكير بمقتضى إرسالية بتاريخ 17 غشت 2020 تضمنت طلبا بتسريع المسطرة، لإنقاذ مشروع ""إقامة أوزود"" وتسليم الشقق للمشترين وإنهاء هذا المسلسل المثير للجدل.ولم تقدم النيابة العامة لمحكمة الاستئناف أي جواب كتابي للمعنيين بالأمر، حيث أكد هشام حسنابي، صاحب الوكالة، أن لجوءهم إلى هذه المسطرة جاء بعد قيامهم بالبحث عن وكالة أولى أنجزت قبل اعتقال مسير شركة ""الحدائق الخضراء""، مضيفا: ""نحن بحاجة ملحة إلى هذه الوكالة، علما أن الأمر محلول في حالة ما إذا وجدنا الوثيقة الأولى التي أنجزت في هذا الإطار"".",economie
8,370625ca04e911ebad75646e69d991ea,الغش وتفشي القطاع غير المهيكل يُخفضان عائدات ضرائب الدولة,الخميس 01 أكتوبر 2020 - 15:00,هسبريس - يوسف لخضر,تعرف المداخيل الضريبية الرئيسية للدولة انخفاضاً مستمراً في عائداتها بسبب عدد من الممارسات المتعلقة بضُعف التصريح بالنتائج الضريبية، أي الغش، واستفحال القطاع غير المهيكل الذي لا يؤدي الضرائب.جاء ذلك في تقرير للمجلس الأعلى للحسابات حول تنفيذ ميزانية الدولة لسنة 2019، الذي أشار إلى أن المداخيل الجبائية الرئيسية للدولة سجلت منحىً تنازلياً خلال العقد الماضي، لا سيما الضريبة على الشركات، والضريبة على الدخل، والضريبة على القيمة المضافة.وذكر المجلس، الذي يرأسه ادريس جطو، أن الإدارة تُواصل مساعيها على مستوى الإدماج التدريجي لجميع الأشخاص الخاضعين للضريبة في قاعدة دافعي الضرائب بهدف تعزيز العدالة الضريبية باستهداف المهن الحرة وتُجار الجملة.وأشار المجلس إلى أن الضغط الضريبي في المغرب مستمر في الاستقرار في مستوى مرتفع نسبياً، بحيث سبق لمنظمة التعاون والتنمية الاقتصادية أن صنفت المغرب في المرتبة الرابعة من بين البلدان التي لديها أعلى معدلات الضغط الضريبي بحوالي 27.6 في المائة.ويتسبب هذا الضغط الضريبي في تخفيض هامش المناورة لدى الإدارة في ما يتعلق بمراجعة قواعد الوعاء الضريبي، وبالتالي مداخيل الضرائب الرئيسية الثلاث: الضريبة على الشركات، والضريبة على الدخل، والضريبة على القيمة المضافة.جدير بالذكر أن المناظرة الوطنية الثالثة حول الجبايات التي نُظمت في ماي من سنة 2019 أسفرت عن عدد من التوصيات، وكان يرتقب أن يتم اعتماد قانون إطار خاص بالنظام الجبائي، لكن ذلك لم يتحقق بعد.وتفرض التحديات الجديدة التي أفرزتها جائحة فيروس كورونا المستجد التسريع باعتماد القانون الإطار سالف الذكر، لتجاوز أعطاب النظام الجبائي الحالي ليستجيب للنفقات العمومية السائرة في الارتفاع سنة بعد سنة.,economie
9,37f922ee04e911eba26e646e69d991ea,"""مكتب الفوسفاط"" يُحدث شركة ""الرقمنة الصناعية""",الخميس 01 أكتوبر 2020 - 13:45,هسبريس من الرباط,"أعلنت مجموعة المكتب الشريف للفوسفاط (OCP) عن إحداث شركة تابعة لها باسم OCP Maintenance Solutions مُتخصصة في الصيانة والرقمنة الصناعية.وذكرت المجموعة، في بيان صحافي توصلت به هسبريس، أن إحداث هذا الفرع يندرج ضمن إستراتيجيتها لتسريع تطوير منظومتها الصناعية ودعم بروز مقاولات متخصصة في الخبرة المتطورة والرقمنة الصناعية.ويدخل ضمن اختصاص الشركة الفرعية الجديدة تطوير حلول رقمية وبرمجيات بعلامة ""صُنع في المغرب""، بهدف إنشاء خدمات ذات قيمة مضافة عالية في مجال الصيانة وتحسين أداء وأمد حياة آليات الإنتاج.وكانت فكرة الشركة، منذ سنة 2017، عبارة عن ""وحدة أعمال"". وقد تكيفت هذه الوحدة خلال السنة الجارية المتسمة بأزمة فيروس كورونا، وساهمت في ضمان الأداء العادي للمنشآت الصناعية الثقيلة.وذكر البلاغ الصحافي أن هذه الوحدة هي نتيجة جهود الذكاء الجماعي لمتعاوني مجموعة المكتب الشريف للفوسفاط وشركائها، مورداً أنها تتوفر على مركز تدريب باسم OCP MS Academy الذي يمنح شهادات تدريب مبتكرة.وستستفيد الشركة الفرعية الجديدة من شراكات سبق أن عقدتها وحدة الأعمال مع معاهد دولية؛ من بينها ""معهد موبيوس""، الرائد العالمي في التدريب والشهادات المتعلقة بتحسين الموثوقية وتقنيات تحليل الاهتزازات.",economie
